1713182052,0,10,0.04,0.04,0,0,10,51.07
1713182052,1,10,0.04,0.04,0,0,30,104.65
1713182052,2,10,0.04,0.04,0,0,50,136.55
1713182052,3,10,0.04,0.04,1,1,70,159.72
1713182052,4,10,0.04,0.04,2,2,90,177.7
1713182052,5,10,0.04,0.04,2,2,110,188.19
1713182052,6,10,0.04,0.04,3,3,130,195.59
1713182052,7,10,0.04,0.04,4,4,150,203.77
1713182052,8,10,0.04,0.04,5,5,170,209.25
1713182052,9,10,0.04,0.04,5,5,190,214.31
1713182052,10,10,0.04,0.04,6,6,210,218.99
1713182052,11,10,0.04,0.04,7,6,230,223.0
1713182053,12,10,0.04,0.04,10,7,250,225.82
1713182053,13,10,0.04,0.04,12,7,270,228.35
1713182053,14,10,0.04,0.04,12,7,290,229.06
1713182053,15,10,0.04,0.04,12,7,310,227.84
1713182053,16,10,0.04,0.04,16,8,330,225.94
1713182053,17,10,0.04,0.04,16,8,350,226.22
1713182053,18,10,0.04,0.04,19,8,370,226.88
1713182053,19,10,0.04,0.04,24,8,390,227.26
1713182053,20,11,0.04,0.07,25,9,410,228.49
1713182053,21,11,0.04,0.07,28,10,430,224.28
1713182053,22,11,0.04,0.07,28,10,430,223.67
1713182053,23,11,0.04,0.07,28,10,450,225.7
1713182053,24,11,0.04,0.07,30,10,470,226.97
1713182054,25,12,0.04,0.11,32,10,490,227.55
1713182054,26,19,0.04,0.28,32,10,510,227.77
1713182054,27,21,0.04,0.32,32,10,530,228.95
1713182054,28,24,0.04,0.37,32,10,550,230.61
1713182054,29,25,0.04,0.39,32,10,570,231.63
1713182054,30,25,0.04,0.39,32,10,590,229.79
1713182054,31,25,0.04,0.39,32,10,610,227.26
1713182054,32,25,0.04,0.39,32,10,630,227.59
1713182054,33,25,0.04,0.39,32,10,650,228.67
1713182054,34,25,0.04,0.39,32,10,670,227.74
1713182054,35,25,0.04,0.39,32,10,690,228.73
1713182054,36,25,0.04,0.39,34,10,710,229.69
1713182055,37,26,0.04,0.41,34,10,730,226.16
1713182055,38,26,0.04,0.41,34,10,730,225.76
1713182055,39,26,0.04,0.41,34,10,750,226.2
1713182055,40,26,0.04,0.41,34,10,770,225.47
1713182055,41,26,0.04,0.41,34,10,790,225.56
1713182055,42,26,0.04,0.41,34,10,810,224.09
1713182055,43,27,0.04,0.42,34,10,830,222.81
1713182055,44,27,0.04,0.42,34,10,850,222.83
1713182055,45,27,0.04,0.42,34,10,870,223.15
1713182055,46,27,0.04,0.42,34,10,890,221.49
1713182056,47,27,0.04,0.42,34,10,910,222.02
1713182056,48,27,0.04,0.42,34,10,930,222.81
1713182056,49,27,0.04,0.42,34,10,950,223.48
1713182056,50,27,0.04,0.42,34,10,970,223.98
1713182056,51,30,0.04,0.48,34,10,990,224.63
1713182056,52,32,0.04,0.51,34,10,1010,225.11
1713182056,53,33,0.04,0.53,34,10,1030,225.41
1713182056,54,33,0.04,0.53,34,10,1050,224.87
1713182056,55,33,0.04,0.53,34,10,1070,225.86
1713182056,56,34,0.04,0.55,34,10,1090,226.37
1713182056,57,34,0.04,0.55,34,10,1110,227.12
1713182056,58,34,0.04,0.55,34,10,1130,224.98
1713182056,59,34,0.04,0.55,34,10,1130,224.72
1713182057,60,34,0.04,0.55,34,10,1150,225.01
1713182057,61,34,0.04,0.55,34,10,1170,225.64
1713182057,62,34,0.04,0.55,34,10,1190,225.27
1713182057,63,34,0.04,0.55,34,10,1210,226.1
1713182057,64,34,0.04,0.55,34,10,1230,225.02
1713182057,65,34,0.04,0.55,34,10,1250,224.85
1713182057,66,34,0.04,0.55,34,10,1270,225.44
1713182057,67,34,0.04,0.55,34,10,1290,225.96
1713182057,68,34,0.04,0.55,34,10,1310,226.41
1713182057,69,34,0.04,0.55,34,10,1330,226.48
1713182057,70,34,0.04,0.55,34,10,1350,226.49
1713182057,71,34,0.04,0.55,34,10,1370,226.87
1713182058,72,34,0.04,0.55,34,10,1390,224.47
1713182058,73,35,0.04,0.56,34,10,1410,224.76
1713182058,74,35,0.04,0.56,34,10,1430,224.92
1713182058,75,35,0.04,0.56,37,10,1450,225.16
1713182058,76,36,0.04,0.58,38,10,1470,225.24
1713182058,77,36,0.04,0.58,39,10,1490,223.32
1713182058,78,36,0.04,0.58,39,10,1490,222.82
1713182058,79,36,0.04,0.58,39,10,1510,223.48
1713182058,80,36,0.04,0.58,39,10,1530,224.06
1713182058,81,36,0.04,0.58,39,10,1550,224.7
1713182058,82,36,0.04,0.58,39,10,1570,225.05
1713182058,83,36,0.04,0.58,39,10,1590,225.12
1713182059,84,36,0.04,0.58,39,10,1610,225.51
1713182059,85,36,0.04,0.58,39,10,1630,225.02
1713182059,86,36,0.04,0.58,39,10,1650,225.5
1713182059,87,36,0.04,0.58,39,10,1670,225.67
1713182059,88,36,0.04,0.58,39,10,1690,225.96
1713182059,89,36,0.04,0.58,39,10,1710,226.15
1713182059,90,39,0.04,0.63,39,10,1730,225.63
1713182059,91,43,0.04,0.72,39,10,1750,225.58
1713182059,92,43,0.04,0.72,39,10,1770,225.76
1713182059,93,43,0.04,0.72,40,10,1790,225.51
1713182059,94,43,0.04,0.72,40,10,1810,225.88
1713182059,95,43,0.04,0.72,40,10,1830,226.25
1713182060,96,43,0.04,0.72,40,10,1850,226.54
1713182060,97,43,0.04,0.72,40,10,1870,226.43
1713182060,98,43,0.04,0.72,40,10,1890,225.73
1713182060,99,43,0.04,0.72,41,10,1910,225.81
1713182060,100,43,0.04,0.72,41,10,1930,223.26
1713182060,101,43,0.04,0.72,41,10,1950,222.96
1713182060,102,43,0.04,0.72,41,10,1970,222.47
1713182060,103,43,0.04,0.72,41,10,1990,222.9
1713182060,104,43,0.04,0.72,41,10,2010,223.12
1713182061,105,43,0.04,0.72,41,10,2030,223.14
1713182061,106,44,0.04,0.74,41,10,2050,221.31
1713182061,107,44,0.04,0.74,41,10,2050,221.14
1713182061,108,44,0.04,0.74,42,10,2070,220.65
1713182061,109,44,0.04,0.74,45,10,2090,220.62
1713182061,110,44,0.04,0.74,46,10,2110,220.36
1713182061,111,44,0.04,0.74,48,10,2130,220.18
1713182061,112,44,0.04,0.74,48,10,2150,220.52
1713182061,113,45,0.04,0.78,49,10,2170,219.81
1713182061,114,45,0.04,0.78,49,10,2190,219.97
1713182061,115,45,0.04,0.78,49,10,2210,220.04
1713182062,116,45,0.04,0.78,49,10,2230,220.3
1713182062,117,45,0.04,0.78,49,10,2250,219.92
1713182062,118,45,0.04,0.78,49,10,2270,220.21
1713182062,119,45,0.04,0.78,49,10,2290,220.71
1713182062,120,45,0.04,0.78,49,10,2310,220.79
1713182062,121,45,0.04,0.78,49,10,2330,220.99
1713182062,122,45,0.04,0.78,49,10,2350,221.25
1713182062,123,45,0.04,0.78,49,10,2370,221.15
1713182062,124,46,0.04,0.79,49,10,2390,219.58
1713182062,125,46,0.04,0.79,49,10,2391,219.47
1713182062,126,46,0.04,0.79,49,10,2411,219.81
1713182062,127,46,0.04,0.79,49,10,2431,219.92
1713182063,128,46,0.04,0.79,49,10,2451,220.38
1713182063,129,46,0.04,0.79,49,10,2471,219.92
1713182063,130,46,0.04,0.79,49,10,2491,219.59
1713182063,131,46,0.04,0.79,49,10,2511,219.75
1713182063,132,46,0.04,0.79,49,10,2531,219.59
1713182063,133,46,0.04,0.79,49,10,2551,219.4
1713182063,134,46,0.04,0.79,49,10,2571,219.73
1713182063,135,46,0.04,0.79,49,10,2591,220.0
1713182063,136,46,0.04,0.79,50,10,2611,220.26
1713182063,137,46,0.04,0.79,50,10,2631,220.47
1713182063,138,46,0.04,0.79,50,10,2651,220.4
1713182064,139,46,0.04,0.79,50,10,2671,220.77
1713182064,140,46,0.04,0.79,50,10,2691,220.01
1713182064,141,46,0.04,0.79,50,10,2711,220.38
1713182064,142,46,0.04,0.79,50,10,2731,220.66
1713182064,143,46,0.04,0.79,50,10,2751,220.94
1713182064,144,46,0.04,0.79,50,10,2771,221.23
1713182064,145,46,0.04,0.79,52,10,2791,221.19
1713182064,146,46,0.04,0.79,53,10,2811,221.45
1713182064,147,46,0.04,0.79,53,10,2831,221.25
1713182064,148,46,0.04,0.79,53,10,2851,221.53
1713182064,149,46,0.04,0.79,53,10,2871,221.74
1713182064,150,46,0.04,0.79,53,10,2891,221.85
1713182065,151,46,0.04,0.79,53,10,2911,222.2
1713182065,152,46,0.04,0.79,53,10,2931,222.21
1713182065,153,46,0.04,0.79,53,10,2951,222.33
1713182065,154,46,0.04,0.79,53,10,2971,222.59
1713182065,155,48,0.04,0.83,53,10,2991,221.86
1713182065,156,48,0.04,0.83,53,10,2993,221.8
1713182065,157,48,0.04,0.83,56,10,3013,221.79
1713182065,158,48,0.04,0.83,56,10,3033,221.93
1713182065,159,48,0.04,0.83,56,10,3053,222.13
1713182065,160,49,0.04,0.85,59,10,3073,221.75
1713182065,161,49,0.04,0.85,59,10,3093,221.95
1713182065,162,49,0.04,0.85,59,10,3113,222.04
1713182066,163,49,0.04,0.85,59,10,3133,221.48
1713182066,164,49,0.04,0.85,59,10,3153,221.19
1713182066,165,49,0.04,0.85,59,10,3173,221.51
1713182066,166,49,0.04,0.85,59,10,3193,221.78
1713182066,167,49,0.04,0.85,59,10,3213,221.18
1713182066,168,49,0.04,0.85,59,10,3214,221.11
1713182066,169,56,0.04,0.97,59,10,3234,221.31
1713182066,170,56,0.04,0.97,59,10,3254,221.44
1713182066,171,57,0.04,0.99,59,10,3274,221.45
1713182066,172,57,0.04,0.99,59,10,3294,221.66
1713182066,173,57,0.04,0.99,59,10,3314,221.92
1713182066,174,58,0.04,1.0,59,10,3334,221.54
